Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
1462;14860;Pave;CollgCr;1Fam;1Story;8;5;2002;2003;0,12;1786;6;2008;WD ;Normal;300000
1463;11250;Pave;CollgCr;1Fam;2Story;8;5;2002;2002;0,1;1149;5;2008;WD ;Normal;255900
1464;8158;Pave;CollgCr;1Fam;2Story;7;5;2003;2003;0,11;884;7;2008;WD ;Normal;224900
1465;10905;Pave;CollgCr;1Fam;2Story;7;5;2003;2003;0,1;1129;8;2008;WD ;Normal;240000
1466;7226;Pave;CollgCr;1Fam;2Story;7;5;2003;2003;0,11;798;6;2008;WD ;Normal;183000
1467;11690;Pave;CollgCr;1Fam;2Story;8;5;1999;2000;0,08;886;6;2008;WD ;Normal;207000
1468;8750;Pave;CollgCr;1Fam;2Story;7;5;1994;1995;0,11;933;7;2008;WD ;Normal;210000
1469;4435;Pave;CollgCr;TwnhsE;1Story;6;5;2003;2003;0,19;848;3;2008;WD ;Normal;136500
1470;4426;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;2;2008;WD ;Normal;145000
1471;13125;Pave;CollgCr;1Fam;1Story;6;5;1997;1998;0,11;1493;4;2008;WD ;Normal;208900
1472;10126;Pave;CollgCr;Duplex;SFoyer;6;5;1997;1998;0,18;1838;7;2008;WD ;Abnorml;185000
1473;9135;Pave;CollgCr;1Fam;1Story;7;5;2002;2003;0,17;1536;12;2008;WD ;Normal;214000
1474;8450;Pave;CollgCr;1Fam;2Story;7;5;2003;2003;0,1;856;2;2008;WD ;Normal;208500
1475;9750;Pave;CollgCr;1Fam;1Story;7;5;2004;2004;0,15;1445;6;2008;WD ;Normal;186500
1476;8450;Pave;CollgCr;1Fam;1Story;7;5;2004;2004;0,17;1436;4;2008;WD ;Normal;210000
1477;8320;Pave;CollgCr;1Fam;2Story;7;5;2004;2004;0,09;770;9;2008;WD ;Normal;185900
1478;11049;Pave;CollgCr;1Fam;1Story;8;5;2007;2007;0,11;1234;1;2008;WD ;Normal;179900
1479;11058;Pave;CollgCr;1Fam;1Story;7;6;2007;2007;0,14;1564;2;2008;WD ;Normal;218836
1480;9627;Pave;CollgCr;1Fam;1Story;7;5;2007;2007;0,14;1361;6;2008;WD ;Normal;193000
1481;8199;Pave;CollgCr;1Fam;2Story;7;5;2005;2005;0,09;728;10;2008;WD ;Normal;189000
1482;4426;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;5;2008;WD ;Normal;149300
1483;4426;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;5;2008;WD ;Normal;141000
1484;4438;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;1;2008;WD ;Normal;149000
1485;4438;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;6;2008;ConLD;Normal;144500
1486;8777;Pave;Edwards;1Fam;1Story;5;7;1910;1950;0,09;796;5;2008;WD ;Normal;85000
1487;8777;Pave;Edwards;Duplex;1.5Fin;5;7;1900;2003;0,14;1272;9;2008;WD ;Normal;145900
1488;9825;Pave;Edwards;1Fam;1Story;5;5;1966;1966;0,11;1092;4;2008;COD;Abnorml;123000
1489;9937;Pave;Edwards;1Fam;1Story;5;6;1965;1965;0,13;1256;6;2008;WD ;Normal;147500
1490;12102;Pave;Edwards;1Fam;SFoyer;5;5;1976;1976;0,09;1033;4;2008;WD ;Family;165000
1491;6500;Pave;Edwards;1Fam;1Story;6;6;1976;1976;0,17;1127;5;2008;WD ;Normal;135000
1492;13907;Pave;Edwards;1Fam;1Story;5;6;1940;1969;0,07;996;7;2008;WD ;Normal;108000
1493;10012;Pave;Edwards;1Fam;SFoyer;4;5;1972;1972;0,12;1181;4;2008;WD ;Normal;137500
1494;6931;Pave;Edwards;1Fam;2Story;7;5;2003;2004;0,11;760;7;2008;WD ;Normal;165400
1495;9638;Pave;Edwards;1Fam;SLvl;6;6;1977;1977;0,12;1117;11;2008;WD ;Normal;147000
1496;7200;Pave;Edwards;1Fam;2Story;6;7;1976;2001;0,1;684;2;2008;WD ;Normal;160500
1497;7024;Pave;Edwards;1Fam;1Story;4;5;2005;2005;0,16;1132;6;2008;WD ;Normal;176000
1498;47007;Pave;Edwards;1Fam;1Story;5;7;1959;1996;0,08;3820;7;2008;WD ;Normal;284700
1499;63887;Pave;Edwards;1Fam;2Story;10;5;2008;2008;0,07;4692;1;2008;New;Partial;160000
1500;3675;Pave;Edwards;TwnhsE;SLvl;6;5;2005;2005;0,29;1072;6;2008;WD ;Normal;148000
1501;6040;Pave;Edwards;Duplex;1Story;4;5;1955;1955;0,19;1152;6;2008;WD ;AdjLand;82000
1502;6012;Pave;Edwards;Duplex;1Story;4;5;1955;1955;0,19;1152;6;2008;WD ;AdjLand;82000
1503;12108;Pave;Edwards;Duplex;1Story;4;4;1955;1955;0,12;1440;9;2008;WD ;Normal;118000
1504;6845;Pave;Edwards;Duplex;1Story;4;5;1955;1955;0,17;1152;7;2008;WD ;Normal;82500
1505;6931;Pave;Edwards;2fmCon;1Story;4;5;1955;1955;0,11;784;5;2008;WD ;Normal;91900
1506;12180;Pave;Edwards;1Fam;1.5Fin;5;7;1938;2007;0,05;585;1;2008;WD ;Family;120000
1507;8050;Pave;Edwards;1Fam;1.5Fin;5;8;1947;1993;0,12;929;4;2008;WD ;Normal;96000
1508;9520;Pave;Edwards;1Fam;1Story;4;5;1953;1953;0,1;930;5;2008;WD ;Normal;99000
1509;11767;Pave;Edwards;1Fam;1.5Fin;5;6;1946;1995;0,07;768;5;2008;WD ;Normal;130500
1510;8172;Pave;Edwards;1Fam;1.5Fin;4;6;1954;1972;0,12;997;5;2008;WD ;Normal;135000
1511;16466;Pave;Edwards;1Fam;1.5Fin;5;7;1955;1955;0,05;872;4;2008;WD ;Normal;135500
1512;7692;Pave;Edwards;1Fam;SLvl;4;6;1954;1954;0,16;1204;11;2008;WD ;Abnorml;100000
1513;5142;Pave;Edwards;1Fam;1.5Fin;4;7;1923;2008;0,18;949;6;2008;WD ;Normal;108000
1514;5604;Pave;Edwards;1Fam;1Story;5;6;1925;1950;0,15;864;4;2008;WD ;Normal;98000
1515;8248;Pave;Edwards;1Fam;1Story;3;3;1914;1950;0,1;864;9;2008;WD ;Normal;67000
1516;5687;Pave;SWISU;2fmCon;2Story;5;6;1912;2000;0,16;936;3;2008;WD ;Normal;135900
1517;12155;Pave;SWISU;1Fam;2Story;6;8;1925;1950;0,07;810;3;2008;WD ;Normal;140000
1518;8400;Pave;SWISU;1Fam;2.5Fin;5;8;1939;1997;0,13;1052;7;2008;WD ;Normal;179500
1519;8400;Pave;SWISU;1Fam;1.5Fin;6;5;1925;1950;0,17;1390;6;2008;WD ;Normal;136500
1520;7290;Pave;SWISU;1Fam;1Story;7;8;1921;1950;0,2;1424;4;2008;WD ;Normal;168000
1521;8525;Pave;SWISU;1Fam;2Story;5;6;1911;1950;0,12;1024;11;2008;WD ;Abnorml;130000
1522;9842;Pave;SWISU;1Fam;2Story;5;6;1921;1998;0,1;990;5;2008;WD ;Normal;189000
1523;7804;Pave;SWISU;Duplex;2.5Unf;6;7;1930;1950;0,12;960;7;2008;WD ;Abnorml;161900
1524;8969;Pave;Crawfor;1Fam;2Story;6;6;1926;1950;0,07;672;7;2008;WD ;Normal;145000
1525;11526;Pave;Crawfor;1Fam;2.5Fin;6;7;1922;1994;0,12;1423;9;2008;WD ;Normal;191000
1526;15576;Pave;Crawfor;1Fam;2Story;6;7;1915;1976;0,05;840;3;2008;WD ;Normal;177000
1527;15564;Pave;Crawfor;1Fam;1.5Fin;6;6;1914;1995;0,04;676;1;2008;WD ;Normal;147500
1528;6292;Pave;SWISU;1Fam;1Story;6;5;1930;1950;0,13;790;4;2008;WD ;Normal;91000
1529;7609;Pave;Crawfor;1Fam;2Story;8;9;1925;1997;0,1;798;6;2008;WD ;Normal;231000
1530;10480;Pave;SWISU;1Fam;1.5Fin;6;5;1936;1950;0,11;1166;3;2008;WD ;Normal;115000
1531;9650;Pave;Crawfor;1Fam;2Story;6;3;1923;1950;0,08;819;6;2008;WD ;Normal;138000
1532;7200;Pave;Crawfor;1Fam;2Story;7;6;1931;2000;0,12;851;2;2008;WD ;Normal;149000
1533;11988;Pave;Crawfor;1Fam;2Story;6;7;1934;1995;0,07;849;8;2008;WD ;Normal;188700
1534;11700;Pave;Crawfor;1Fam;1.5Fin;5;6;1937;1995;0,11;1265;7;2008;WD ;Normal;198000
1535;9260;Pave;Crawfor;1Fam;1.5Fin;5;4;1938;1950;0,1;932;3;2008;WD ;Normal;110000
1536;7801;Pave;Crawfor;1Fam;1Story;6;5;1951;1951;0,14;1091;5;2008;WD ;Normal;104000
1537;9670;Pave;Crawfor;1Fam;2Story;8;6;1935;1950;0,1;983;6;2008;WD ;Alloca;257076
1538;14100;Pave;Crawfor;1Fam;1.5Fin;8;9;1935;1997;0,14;1968;5;2008;WD ;Normal;381000
1539;15660;Pave;Crawfor;1Fam;1.5Fin;7;9;1939;2006;0,07;1137;5;2008;WD ;Normal;311500
1540;12392;Pave;Crawfor;1Fam;1.5Fin;7;9;1950;2000;0,1;1218;4;2008;WD ;Normal;263400
1541;26073;Pave;Crawfor;1Fam;1Story;5;5;1956;1956;0,07;1898;4;2008;WD ;Normal;236500
1542;14778;Pave;Crawfor;1Fam;1Story;6;7;1954;2006;0,11;1640;11;2008;WD ;Normal;224000
1543;1879;Pave;Blueste;Twnhs;2Story;6;6;1980;1980;0,27;516;12;2008;WD ;Normal;116500
1544;1950;Pave;Blueste;Twnhs;2Story;6;6;1980;1980;0,37;716;7;2008;COD;Normal;151000
1545;7000;Pave;IDOTRR;1Fam;1Story;6;8;1926;1998;0,13;919;7;2008;WD ;Normal;126000
1546;6000;Pave;IDOTRR;1Fam;1.5Fin;6;8;1940;2006;0,13;760;7;2008;WD ;Normal;120000
1547;3636;Pave;IDOTRR;1Fam;1Story;4;4;1922;1950;0,22;796;1;2008;WD ;Normal;55000
1548;5890;Pave;IDOTRR;1Fam;1Story;6;8;1930;2007;0,14;816;6;2008;WD ;Normal;120500
1549;6900;Pave;IDOTRR;1Fam;1Story;5;6;1940;1955;0,11;778;2;2008;WD ;Normal;120500
1550;8155;Pave;IDOTRR;1Fam;1.5Fin;5;7;1930;1950;0,1;780;7;2008;WD ;Normal;119000
1551;6000;Pave;IDOTRR;1Fam;SLvl;5;5;1967;1967;0,18;1092;7;2008;WD ;Normal;126000
1552;7392;Pave;IDOTRR;1Fam;1Story;5;7;1930;1995;0,12;912;5;2008;WD ;Normal;99500
1553;9000;Pave;IDOTRR;1Fam;1.5Fin;5;5;1958;1958;0,13;1151;1;2008;WD ;Normal;165500
1554;14584;Pave;IDOTRR;1Fam;1Story;1;5;1952;1952;0,05;733;2;2008;WD ;Abnorml;13100
1555;5280;Pave;IDOTRR;1Fam;2Story;4;7;1895;1950;0,16;825;7;2008;WD ;Normal;89000
1556;8500;Pave;IDOTRR;1Fam;2Story;4;4;1920;1950;0,08;649;7;2008;WD ;Normal;40000
1557;5150;Pave;IDOTRR;1Fam;1.5Fin;4;7;1910;2000;0,13;671;5;2008;WD ;Normal;80900
1558;18000;Grvl;IDOTRR;1Fam;1Story;3;4;1935;1950;0,05;894;8;2008;ConLD;Normal;81000
1559;9000;Grvl;IDOTRR;1Fam;2Story;4;6;1920;1950;0,05;432;6;2008;WD ;Normal;65000
1560;5587;Pave;Crawfor;TwnhsE;1Story;8;5;2008;2008;0,3;1652;11;2008;New;Partial;392500
1561;3843;Pave;Crawfor;TwnhsE;1Story;8;5;2007;2008;0,43;1648;8;2008;New;Partial;294464
1562;3811;Pave;Crawfor;TwnhsE;1Story;7;5;2004;2005;0,43;1646;7;2008;WD ;Normal;250000
1563;3842;Pave;Crawfor;TwnhsE;1Story;8;5;2004;2005;0,43;1646;1;2008;WD ;Normal;275000
1564;23730;Pave;Mitchel;1Fam;1Story;7;5;1996;1997;0,09;2032;9;2008;WD ;Normal;300000
1565;13265;Pave;Mitchel;1Fam;1Story;8;5;2002;2002;0,13;1689;7;2008;WD ;Normal;271000
1566;11050;Pave;Mitchel;1Fam;2Story;7;5;1996;1997;0,08;910;9;2008;WD ;Normal;213000
1567;9880;Pave;Mitchel;1Fam;SLvl;6;6;1977;1977;0,11;1118;7;2008;WD ;Normal;171000
1568;10125;Pave;Mitchel;1Fam;1Story;6;6;1977;1977;0,13;1279;2;2008;WD ;Normal;171500
1569;10260;Pave;Mitchel;Duplex;2Story;5;4;1976;1976;0,09;936;11;2008;WD ;Abnorml;100000
1570;9990;Pave;Mitchel;1Fam;1Story;4;5;1991;1991;0,17;1689;7;2008;WD ;Normal;228500
1571;164660;Grvl;Timber;2fmCon;1.5Fin;5;6;1965;1965;0,01;1619;8;2008;WD ;Normal;228950
1572;4084;Pave;Timber;TwnhsE;1Story;7;6;1986;1986;0,37;1501;7;2008;WD ;Normal;241500
1573;15498;Pave;Timber;1Fam;1Story;8;6;1976;1976;0,19;2898;5;2008;COD;Abnorml;287000
1574;11563;Pave;Timber;1Fam;1Story;8;5;2006;2007;0,13;1537;4;2008;WD ;Normal;294000
1575;9520;Pave;Timber;1Fam;1Story;8;5;2007;2008;0,17;1646;4;2008;New;Partial;293077
1576;12852;Pave;Timber;1Fam;2Story;8;5;2007;2007;0,07;920;1;2008;New;Partial;264966
1577;9802;Pave;Timber;1Fam;SLvl;5;5;2006;2007;0,07;712;4;2008;WD ;Normal;172500
1578;9735;Pave;Timber;1Fam;SLvl;5;5;2006;2007;0,08;754;5;2008;WD ;Normal;167500
1579;12018;Pave;Timber;1Fam;2Story;7;5;2008;2008;0,07;796;10;2008;New;Partial;218689
1580;12890;Pave;Timber;1Fam;1Story;6;5;1989;1989;0,12;1495;7;2008;WD ;Normal;150000
1581;12416;Pave;Timber;1Fam;1Story;6;5;1986;1986;0,13;1651;11;2008;WD ;Normal;184000
1582;18265;Pave;Timber;1Fam;1Story;6;5;1986;1986;0,07;1256;3;2008;WD ;Normal;180000
1583;10200;Pave;Timber;1Fam;SLvl;6;5;1988;1989;0,15;1509;8;2008;WD ;Abnorml;175000
1584;11202;Pave;Timber;1Fam;1Story;8;5;2003;2003;0,13;1440;6;2008;WD ;Normal;232500
1585;7915;Pave;Timber;1Fam;1Story;6;5;1999;2000;0,21;1675;12;2008;WD ;Normal;195000
1586;12244;Pave;Timber;1Fam;2Story;8;5;2003;2003;0,12;1482;8;2008;WD ;Normal;305000
1587;11449;Pave;Timber;1Fam;1Story;8;5;2007;2007;0,15;1728;1;2008;WD ;Normal;298751
1588;11447;Pave;Timber;1Fam;1Story;8;5;2005;2006;0,17;1964;6;2008;WD ;Normal;370000
1589;8940;Pave;Mitchel;Duplex;SFoyer;7;5;1997;1998;0,15;1344;11;2008;WD ;Alloca;209200
1590;7060;Pave;Mitchel;Duplex;SFoyer;7;5;1997;1998;0,19;1344;11;2008;WD ;Alloca;206300
1591;9278;Pave;Mitchel;1Fam;1Story;5;5;2007;2008;0,12;1092;2;2008;WD ;Abnorml;146000
1592;4500;Pave;Mitchel;TwnhsE;1Story;6;5;1997;1997;0,26;1189;4;2008;WD ;Normal;160500
1593;14137;Pave;Mitchel;1Fam;SFoyer;4;5;1964;1964;0,08;1200;11;2008;ConLD;Normal;173000
1594;4224;Pave;MeadowV;TwnhsE;1Story;5;6;1975;1975;0,25;1040;6;2008;WD ;Normal;124000
1595;2665;Pave;MeadowV;TwnhsE;2Story;5;6;1976;1976;0,23;616;6;2008;WD ;Normal;115000
1596;2665;Pave;MeadowV;TwnhsE;2Story;5;7;1976;1976;0,35;925;5;2008;WD ;Normal;129500
1597;1974;Pave;MeadowV;Twnhs;SFoyer;4;7;1973;2006;0,27;526;6;2008;WD ;Normal;105000
1598;1596;Pave;MeadowV;Twnhs;SLvl;4;6;1973;1973;0,33;526;7;2008;WD ;Normal;94900
1599;17979;Pave;Mitchel;1Fam;1Story;5;6;1968;1968;0,06;1160;2;2008;WD ;Normal;152500
1600;1477;Pave;MeadowV;Twnhs;2Story;6;9;1970;2007;0,37;546;3;2008;WD ;Normal;98000
1601;1890;Pave;MeadowV;Twnhs;SFoyer;4;7;1972;1972;0,33;630;6;2008;WD ;Normal;81000
1602;21750;Pave;Mitchel;1Fam;1Story;5;5;1954;1954;0,05;988;2;2008;WD ;Normal;113000
1603;6490;Pave;Mitchel;1Fam;1Story;5;7;1983;1983;0,13;816;4;2008;WD ;Normal;128500
1604;6951;Pave;Mitchel;1Fam;1Story;5;5;1984;1985;0,13;923;10;2008;WD ;Normal;119500
1605;6600;Pave;Mitchel;1Fam;1Story;5;9;1982;2008;0,12;816;10;2008;WD ;Normal;130500
1606;6600;Pave;Mitchel;1Fam;1Story;5;8;1982;2003;0,12;816;6;2008;WD ;Normal;138000
1607;6600;Pave;Mitchel;1Fam;1Story;5;6;1982;2005;0,13;845;7;2008;WD ;Normal;134500
1608;12508;Pave;Mitchel;1Fam;1.5Fin;6;7;1940;1985;0,08;983;7;2008;WD ;Normal;160000
1609;12395;Pave;Mitchel;1Fam;1Story;5;6;1984;1984;0,07;889;4;2008;WD ;Normal;137500
1610;11075;Pave;Mitchel;1Fam;2Story;5;4;1969;1969;0,11;1168;9;2008;WD ;Normal;172000
1611;56600;Pave;IDOTRR;1Fam;2.5Unf;5;1;1900;1950;0,02;1150;1;2008;WD ;Normal;103000
1612;10667;Pave;NAmes;1Fam;1Story;6;6;1971;1971;0,15;1587;3;2007;WD ;Normal;167300
1613;10628;Pave;NAmes;1Fam;1Story;7;5;1970;1970;0,12;1277;4;2007;WD ;Normal;167000
1614;13651;Pave;NAmes;1Fam;1Story;7;6;1973;1973;0,16;2223;2;2007;WD ;Normal;244000
1615;15865;Pave;NAmes;1Fam;1Story;8;6;1970;1970;0,14;2217;10;2007;WD ;Normal;268000
1616;12394;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,07;847;10;2007;WD ;Family;225000
1617;10364;Pave;Gilbert;1Fam;2Story;6;5;1995;1996;0,08;806;5;2007;WD ;Normal;168000
1618;13869;Pave;Gilbert;1Fam;2Story;6;6;1997;1997;0,06;794;7;2007;WD ;Normal;177000
1619;8773;Pave;Gilbert;1Fam;2Story;6;5;1997;1997;0,1;916;8;2007;WD ;Normal;169000
1620;8872;Pave;Gilbert;1Fam;SLvl;6;5;1997;1997;0,08;754;3;2007;WD ;Normal;161500
1621;5330;Pave;StoneBr;TwnhsE;1Story;8;5;2000;2000;0,31;1652;8;2007;WD ;Normal;251000
1622;10147;Pave;Gilbert;1Fam;SLvl;6;5;1994;1994;0,09;924;3;2007;WD ;Normal;160000
1623;8637;Pave;Gilbert;1Fam;2Story;6;5;1999;2000;0,11;947;4;2007;WD ;Abnorml;180000
1624;7875;Pave;Gilbert;1Fam;2Story;7;5;1996;1996;0,09;691;8;2007;WD ;Normal;178750
1625;7875;Pave;Gilbert;1Fam;1Story;7;5;1995;1996;0,16;1253;6;2007;WD ;Normal;176000
1626;7500;Pave;Gilbert;1Fam;2Story;6;5;1999;2003;0,13;957;8;2007;WD ;Normal;204000
1627;9556;Pave;Gilbert;1Fam;1Story;7;5;1992;1993;0,12;1187;8;2007;WD ;Normal;160000
1628;10784;Pave;Gilbert;1Fam;SLvl;7;5;1991;1992;0,07;802;5;2007;WD ;Normal;160000
1629;9125;Pave;Gilbert;1Fam;SLvl;7;5;1992;1992;0,09;812;7;2007;WD ;Normal;163900
1630;7655;Pave;Gilbert;1Fam;2Story;6;5;1993;1994;0,12;910;7;2007;WD ;Normal;168000
1631;18160;Grvl;Gilbert;1Fam;1Story;6;6;1964;1964;0,06;1128;3;2007;WD ;Alloca;154204
1632;3696;Pave;StoneBr;TwnhsE;1Story;8;5;1986;1986;0,29;1088;10;2007;WD ;Normal;170000
1633;5062;Pave;StoneBr;TwnhsE;2Story;7;5;1984;1984;0,24;1190;9;2007;WD ;Normal;207500
1634;4740;Pave;StoneBr;TwnhsE;1Story;8;5;1988;1988;0,25;1179;10;2007;WD ;Normal;182000
1635;5118;Pave;StoneBr;TwnhsE;1Story;8;5;1990;1990;0,26;1321;8;2007;WD ;Normal;212000
1636;14157;Pave;StoneBr;1Fam;1Story;9;5;2005;2006;0,14;1922;7;2007;WD ;Normal;377426
1637;12328;Pave;StoneBr;1Fam;2Story;8;5;2005;2005;0,09;1164;7;2007;WD ;Normal;349265
1638;51974;Pave;StoneBr;1Fam;1Story;9;5;2006;2007;0,04;2338;6;2007;New;Partial;591587
1639;41600;Pave;Gilbert;2fmCon;1Story;5;5;1969;1990;0,03;1424;11;2007;WD ;Normal;155000
1640;8035;Pave;StoneBr;TwnhsE;1Story;9;5;2006;2006;0,2;1612;3;2007;WD ;Normal;319900
1641;8089;Pave;StoneBr;1Fam;1Story;8;6;2007;2007;0,18;1419;10;2007;New;Partial;392000
1642;14082;Pave;StoneBr;1Fam;1Story;8;5;2006;2006;0,16;2234;1;2007;WD ;Normal;441929
1643;13870;Pave;StoneBr;1Fam;1Story;10;5;2006;2007;0,15;2042;10;2007;New;Partial;455000
1644;12546;Pave;NWAmes;1Fam;1Story;6;7;1981;1981;0,11;1440;4;2007;WD ;Normal;182900
1645;10960;Pave;NWAmes;1Fam;1Story;6;5;1984;1984;0,12;1284;4;2007;COD;Abnorml;174000
1646;12090;Pave;NWAmes;1Fam;SLvl;6;7;1984;2003;0,09;1140;1;2007;WD ;Abnorml;178000
1647;12090;Pave;NWAmes;1Fam;2Story;7;7;1981;2003;0,06;725;3;2007;WD ;Normal;176000
1648;12299;Pave;NWAmes;1Fam;1Story;7;6;1978;1985;0,14;1664;9;2007;WD ;Normal;213000
1649;11339;Pave;NWAmes;1Fam;2Story;7;5;1979;1979;0,1;1085;3;2007;WD ;Normal;192000
1650;11952;Pave;NWAmes;1Fam;2Story;7;6;1977;1977;0,1;1161;11;2007;WD ;Normal;190000
1651;12046;Pave;NWAmes;1Fam;2Story;6;6;1976;1976;0,09;1118;6;2007;WD ;Normal;195000
1652;10395;Pave;NWAmes;1Fam;SLvl;6;6;1978;1978;0,1;1032;7;2007;WD ;Normal;148000
1653;11850;Pave;NWAmes;1Fam;1Story;6;6;1984;1984;0,1;1177;8;2007;WD ;Normal;151500
1654;11584;Pave;NWAmes;1Fam;SLvl;7;6;1979;1979;0,09;1040;11;2007;WD ;Normal;197000
1655;10400;Pave;NWAmes;1Fam;1Story;6;5;1979;1999;0,13;1353;8;2007;WD ;Normal;192350
1656;10793;Pave;NWAmes;1Fam;2Story;5;5;1969;1969;0,07;780;4;2007;WD ;Normal;152000
1657;13001;Pave;NWAmes;1Fam;1Story;6;5;1971;1971;0,09;1220;9;2007;WD ;Normal;170000
1658;12243;Pave;NWAmes;1Fam;1Story;5;6;1971;1971;0,12;1484;2;2007;WD ;Normal;175000
1659;11700;Pave;NWAmes;1Fam;2Story;6;6;1968;1968;0,09;1041;6;2007;WD ;Normal;175000
1660;12384;Pave;NWAmes;1Fam;2Story;7;7;1976;1976;0,09;1142;11;2007;WD ;Normal;197900
1661;8991;Pave;NWAmes;1Fam;SLvl;7;6;1976;1976;0,15;1324;2;2007;WD ;Normal;174000
1662;8000;Pave;NWAmes;1Fam;2Story;6;6;1974;1974;0,14;1084;11;2007;WD ;Normal;178900
1663;10500;Pave;NAmes;1Fam;SLvl;5;7;1971;2005;0,05;576;12;2007;WD ;Normal;139000
1664;10530;Pave;NAmes;1Fam;1Story;6;5;1971;1971;0,09;981;3;2007;WD ;Normal;143250
1665;7472;Pave;NAmes;1Fam;2Story;7;9;1972;2004;0,1;725;6;2007;WD ;Normal;184000
1666;9457;Pave;NAmes;1Fam;1Story;5;6;1970;1990;0,15;1422;9;2007;WD ;Normal;155000
1667;7920;Pave;NAmes;1Fam;1Story;5;5;1970;2002;0,12;914;10;2007;WD ;Normal;133000
1668;9758;Pave;NAmes;1Fam;1Story;5;5;1971;1971;0,1;950;7;2007;WD ;Normal;119500
1669;8294;Pave;NAmes;1Fam;1Story;4;5;1971;1971;0,11;872;6;2007;WD ;Normal;123000
1670;7340;Pave;NAmes;1Fam;1Story;4;6;1971;1971;0,12;858;6;2007;WD ;Normal;110000
1671;17199;Pave;NAmes;1Fam;1Story;4;7;1961;1961;0,05;914;7;2007;WD ;Normal;128000
1672;9000;Pave;NAmes;1Fam;1Story;4;6;1971;1971;0,1;864;5;2007;WD ;Normal;120500
1673;4058;Pave;NAmes;TwnhsE;SFoyer;7;5;1998;1998;0,19;767;6;2007;WD ;Normal;133000
1674;4113;Pave;NAmes;TwnhsE;1Story;6;5;2001;2001;0,33;1337;7;2007;WD ;Normal;155000
1675;10943;Pave;NAmes;TwnhsE;1Story;6;5;1997;1998;0,12;1337;10;2007;WD ;Normal;177000
1676;2205;Pave;BrDale;Twnhs;2Story;6;6;1973;1973;0,24;525;2;2007;WD ;Normal;113500
1677;1890;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,36;672;5;2007;WD ;Normal;113000
1678;2058;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,33;672;12;2007;WD ;Normal;113700
1679;2016;Pave;BrDale;TwnhsE;2Story;5;5;1970;1970;0,31;630;4;2007;WD ;Normal;106000
1680;1920;Pave;BrDale;TwnhsE;2Story;5;5;1971;1971;0,4;765;8;2007;WD ;Normal;122500
1681;4928;Pave;NPkVill;TwnhsE;1Story;6;5;1976;1976;0,19;958;2;2007;WD ;Normal;128000
1682;2308;Pave;NPkVill;TwnhsE;2Story;6;6;1976;1976;0,35;804;7;2007;WD ;Normal;155000
1683;2304;Pave;NPkVill;Twnhs;1Story;7;7;1978;1978;0,46;1055;4;2007;WD ;Normal;142500
1684;7150;Pave;NAmes;1Fam;1Story;5;6;1966;1966;0,14;988;11;2007;WD ;Normal;129250
1685;12469;Pave;NridgHt;1Fam;1Story;9;5;2006;2007;0,15;1816;8;2007;New;Partial;356000
1686;11694;Pave;NridgHt;1Fam;1Story;9;5;2007;2007;0,16;1828;7;2007;New;Partial;314813
1687;12030;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,14;1694;12;2007;New;Partial;318000
1688;11825;Pave;NridgHt;1Fam;1Story;8;5;2006;2007;0,14;1694;6;2007;New;Partial;322400
1689;12085;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,14;1734;11;2007;New;Partial;318000
1690;14333;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,15;2122;11;2007;New;Partial;345474
1691;14450;Pave;NridgHt;1Fam;1Story;9;5;2006;2007;0,15;2121;5;2007;New;Partial;415298
1692;13641;Pave;NridgHt;1Fam;2Story;9;5;2007;2007;0,14;1943;12;2007;New;Partial;492000
1693;13440;Pave;NridgHt;1Fam;2Story;8;5;2006;2007;0,09;1148;3;2007;New;Partial;338931
1694;15431;Pave;NridgHt;1Fam;1Story;10;5;2005;2006;0,13;2046;8;2007;WD ;Normal;450000
1695;14154;Pave;NridgHt;1Fam;2Story;7;5;2006;2006;0,08;1071;8;2007;New;Partial;280000
1696;13891;Pave;NridgHt;1Fam;1Story;9;5;2007;2007;0,18;2552;10;2007;New;Partial;479069
1697;14226;Pave;NridgHt;1Fam;1Story;8;5;2006;2006;0,14;1973;7;2007;New;Partial;395000
1698;13693;Pave;NridgHt;1Fam;2Story;9;5;2006;2006;0,15;2069;3;2007;WD ;Normal;380000
1699;11428;Pave;NridgHt;1Fam;1Story;8;5;2006;2006;0,14;1634;5;2007;WD ;Normal;250000
1700;14977;Pave;NridgHt;1Fam;1Story;8;5;2006;2007;0,13;1976;7;2007;New;Partial;440000
